0010	5012068000101
0012	5012068000125
0014	5012068000149
0015	5012068000156
0016	5012068000163
0017	5012068000170
0018	5012068000187
0019	5012068000194
0020	5012068000200
0021	5012068000217
0022	5012068000224
0026	5012068000262
0032	5012068000323
0033	5012068000330
0034	5012068000347
0035	5012068000354
0036	5012068000361
0037	5012068000378
0038	5012068000385
0039	5012068000392
0040	5012068000408
0041	5012068000415
0043	5012068000439
0044	5012068000446
0045	5012068000453
0046	5012068000460
0047	5012068000477
0048	5012068000484
0049	5012068000491
0050	5012068000507
0051	5012068000514
0052	5012068000521
0053	5012068000538
0054	5012068000545
0055	5012068000552
0057	5012068000576
0059	5012068000590
0060	5012068000606
0061	5012068000613
0062	5012068000620
0063	5012068000637
0065	5012068000651
0066	5012068000668
0067	5012068000675
0068	5012068000682
0069	5012068000699
0070	5012068000705
0071	5012068000712
0073	5012068000736
0074	5012068000743
0075	5012068000750
0076	5012068000767
0077	5012068000774
0078	5012068000781
0079	5012068000798
0080	5012068000804
0081	5012068000811
0082	5012068000828
0083	5012068000835
0084	5012068000842
0085	5012068000859
0086	5012068000866
0087	5012068000873
0088	5012068000880
0091	5012068000910
0093	5012068000934
0094	5012068000941
0095	5012068000958
0096	5012068000965
0097	5012068000972
0098	5012068000989
0099	5012068000996
0100	5012068001009
0101	5012068001016
0102	5012068001023
0103	5012068001030
0104	5012068001047
0105	5012068001054
0106	5012068001061
0107	5012068001078
0108	5012068001085
0109	5012068001092
0110	5012068001108
0111	5012068001115
0115	5012068001153
0116	5012068001160
0120	5012068001207
0123	5012068001238
0124	5012068001245
0125	5012068001252
0128	5012068001283
0129	5012068001290
0130	5012068001306
0131	5012068001313
0132	5012068001320
0133	5012068001337
0134	5012068001344
0135	5012068001351
0136	5012068001368
0137	5012068001375
0138	5012068001382
0139	5012068001399
0147	5012068001474
0148	5012068001481
0149	5012068001498
0150	5012068001504
0152	5012068001528
0155	5012068001559
0156	5012068001566
0157	5012068001573
0158	5012068001580
0165	5012068001658
0170	5012068001702
0171	5012068001719
0172	5012068001726
0173	5012068001733
0174	5012068001740
0175	5012068001757
0176	5012068001764
0178	5012068001788
0179	5012068001795
0180	5012068001801
0181	5012068001818
0182	5012068001825
0183	5012068001832
0185	5012068001856
0186	5012068001863
